Nama Barang,Brand,Lokasi,Terjual,Image Url,Link Produk,Deskripsi
Alchemist Fragrance - Out West | Extrait de Parfum,Alchemist Fragrance,Jakarta Pusat,3rb+ terjual,https://images.tokopedia.net/img/cache/200-square/VqbcmM/2023/11/2/d14878ed-ebd8-4384-80be-db847ac3f3d7.jpg,https://www.tokopedia.com/alchemistfragrance/alchemist-fragrance-out-west-extrait-de-parfum?extParam=ivf%3Dtrue%26src%3Dsearch,"𝐒𝐞𝐥𝐮𝐫𝐮𝐡 𝐩𝐫𝐨𝐝𝐮𝐤 𝐀𝐥𝐜𝐡𝐞𝐦𝐢𝐬𝐭 𝐅𝐫𝐚𝐠𝐫𝐚𝐧𝐜𝐞 𝐛𝐞𝐫𝐠𝐚𝐫𝐚𝐧𝐬𝐢. 𝐓𝐞𝐫𝐝𝐚𝐩𝐚𝐭 𝐰𝐚𝐫𝐫𝐚𝐧𝐭𝐲 𝐜𝐚𝐫𝐝 𝐮𝐧𝐭𝐮𝐤 𝐬𝐞𝐭𝐢𝐚𝐩 𝐩𝐞𝐦𝐛𝐞𝐥𝐢𝐚𝐧.𝐉𝐢𝐤𝐚 𝐩𝐫𝐨𝐝𝐮𝐤 𝐲𝐚𝐧𝐠 𝐤𝐚𝐦𝐮 𝐭𝐞𝐫𝐢𝐦𝐚 𝐛𝐞𝐫𝐦𝐚𝐬𝐚𝐥𝐚𝐡 (𝐛𝐨𝐜𝐨𝐫, 𝐩𝐞𝐜𝐚𝐡, 𝐫𝐞𝐭𝐚𝐤, 𝐭𝐞𝐫𝐬𝐮𝐦𝐛𝐚𝐭, 𝐚𝐭𝐚𝐮 𝐤𝐞𝐫𝐮𝐬𝐚𝐤𝐚𝐧 𝐥𝐚𝐢𝐧𝐧𝐲𝐚), 𝐬𝐢𝐥𝐚𝐤𝐚𝐧 𝐡𝐮𝐛𝐮𝐧𝐠𝐢 𝐚𝐝𝐦𝐢𝐧 𝐦𝐞𝐥𝐚𝐥𝐮𝐢 𝐜𝐡𝐚𝐭 𝐝𝐚𝐧 𝐬𝐞𝐫𝐭𝐚𝐤𝐚𝐧 𝐛𝐮𝐤𝐭𝐢 𝐟𝐨𝐭𝐨 𝐚𝐭𝐚𝐮 𝐯𝐢𝐝𝐞𝐨 𝐩𝐫𝐨𝐝𝐮𝐤.𝐆𝐚𝐫𝐚𝐧𝐬𝐢 𝐡𝐚𝐧𝐲𝐚 𝐛𝐞𝐫𝐥𝐚𝐤𝐮 𝐮𝐧𝐭𝐮𝐤 𝐩𝐞𝐦𝐛𝐞𝐥𝐢 𝐲𝐚𝐧𝐠 𝐛𝐞𝐥𝐮𝐦 𝐦𝐞𝐧𝐲𝐞𝐥𝐞𝐬𝐚𝐢𝐤𝐚𝐧 𝐭𝐫𝐚𝐧𝐬𝐚𝐤𝐬𝐢. 𝐆𝐚𝐫𝐚𝐧𝐬𝐢 𝐩𝐫𝐨𝐝𝐮𝐤 𝐭𝐢𝐝𝐚𝐤 𝐥𝐚𝐠𝐢 𝐛𝐞𝐫𝐥𝐚𝐤𝐮 𝐣𝐢𝐤𝐚 𝐩𝐞𝐦𝐛𝐞𝐥𝐢 𝐭𝐞𝐥𝐚𝐡 𝐦𝐞𝐦𝐛𝐞𝐫𝐢 𝐩𝐞𝐧𝐢𝐥𝐚𝐢𝐚𝐧 𝐝𝐚𝐧 𝐮𝐥𝐚𝐬𝐚𝐧.Aroma sitrus dan buah dari yuzu, bergamot, dan green apple membuka kesan segar saat dipadukan dengan kesederhanaan wangi kayu cedar. Sebagai penutup, kelembutan dari musk dan intensitas dari vetiver mencerminkan rasa hangat dan ketenangan alam.Out West adalah extrait de parfum dengan konsentrasi minyak parfum 40%.Hindari menyemprotkan parfum ke pakaian. Cairan dapat meninggalkan noda pada kain.The mix of citrus and fruits notes of yuzu, bergamot, and green apple opens the fresh Out West experience. Together with the warmth of cedarwood, the fragrance closes with the softness of musk and the intensity of vetiver depicts a warm and tranquil nature.Out West stands out as earthy and pleasant for all genders. If you're looking for a vacation from your city life, start with a perfume that takes you away to tranquility.Out West is extrait de parfum with 40% perfume oil concentration.Avoid spraying perfume to your clothes. Liquid can cause stubborn stains on fabric.Mood:WarmEarthyTranquilNotes:Top: yuzu, bergamot, green appleHeart: cedarwood, rose, plumBase: musk, patchouli, vetiverExp Date: 10/25"
SAFF & Co. Extrait de Parfum - S.O.T.B,SAFF & Co,Tangerang,10rb+ terjual,https://images.tokopedia.net/img/cache/200-square/VqbcmM/2023/7/20/e4192376-5d6f-4696-8125-b1c0837f21a7.png,https://www.tokopedia.com/saffnco/saff-co-extrait-de-parfum-s-o-t-b?extParam=ivf%3Dfalse%26src%3Dsearch,"S. O. T. B captures the perfect summer dream like no other: sun-kissed skin, colorful swimwear, fun pool parties, and a glass of refreshing Sex on the Beach! Designed with an exciting blend of mandarin, sweet floral notes, and rich vanilla musk, this tropical scent will remind you of warm sea breeze, soft sands, and lush palm trees on a hot summer day.Top Notes      | Mandarin, Galbanum, Ylang Middle Notes |Tuberose, Jasmine, Orange flower Dry-down       | Vanilla, Tonka bean, Musk"
Scarlett Whitening Eau De Parfum Dreamy 30ml,Scarlett Whitening Official Shop,Jakarta Utara,1rb+ terjual,https://images.tokopedia.net/img/cache/200-square/VqbcmM/2023/11/29/0e96627c-3e1e-458b-958b-286b55f5751e.png,https://www.tokopedia.com/scarlettwhite/scarlett-whitening-eau-de-parfum-dreamy-30ml?extParam=ivf%3Dfalse%26src%3Dsearch,"Scarlett Whitening Eau De Parfum Dreamy 30mlScarlett Whitening Eau De Parfum Dreamy Untuk berikan kesegaran dan keharuman mewah dalam setiap semprotan dengan kemasan yang Ready To Go cocok untuk temani harimu, mudah dibawa kemana pun dan kapan pun tanpa takut pecah! dengan wangi floral white Floral Ambery yang menjadikan parfum ini mempunyai wangi yang mewah.Luxurious Scent with Affordable Price.Size - 30mlGender - Unisex | WomanTop Notes - Bergamot, Mandarin, Ginger, PearMiddle Notes - Jasmine, Tuberose, Orange Flower, GourmandBase Notes - Amber Dry, Cashmeran, Heliotrope, VanillaSemprotkan Scarlett Whitening Eau De Parfum Dreamy di area titik nadi dan area leher agar wangi tahan lebih lama."
Evangeline Sakura Eau De Parfum 100ml Black,Evangeline Parfum,Dilayani Tokopedia,10rb+ terjual,https://images.tokopedia.net/img/cache/200-square/VqbcmM/2023/12/7/7a7c0132-ee17-4b5a-9f53-50f5722ba7ed.jpg,https://www.tokopedia.com/evangelineparfum/evangeline-sakura-eau-de-parfum-100ml-black?extParam=ivf%3Dtrue%26src%3Dsearch,Sakura SeriesEvangeline kini hadir dalam varian terbaru dengan 6 aroma yang spesial dan diinspirasikan oleh bunga khas Jepang. Apa warnamu hari ini? #EverydayEVANGELINEParfum WanitaModel: BLACK SAKURA / HitamUkuran: 100ml / 3.5 Fl Oz Jenis: Eau De ParfumAyo Koleksi Wangi Lainnya-BLACK SAKURA / Hitam-WHITE SAKURA / Putih-RED SAKURA / Merah-PINK SAKURA / Pink-BLUE SAKURA / Biru-VIOLET SAKURA / Ungu
Parfum Fragrance World Mocha Wood Unisex 100 ML,Rumah Parfum,Jakarta Barat,250+ terjual,https://images.tokopedia.net/img/cache/200-square/VqbcmM/2023/9/13/74975fc6-84c0-413a-84a8-785d2adf4884.jpg,https://www.tokopedia.com/rumahparfumcom/parfum-fragrance-world-mocha-wood-unisex-100-ml?extParam=ivf%3Dfalse%26src%3Dsearch,"Pembelian di toko kami dapat dilengkapi dengan Faktur Pajak. Ketentuan dapat dilihat pada Catatan Toko.Kemiripan Aroma Dengan B******a The Victorious HeroDescription	:	-Top Note   	:	Hazelnut, Coffee, Saffron, Rhubarb and Ylang-YlangMiddle Note	:	Tobacco, Tonka Bean, Rose, Sandalwood and PatchouliBase Note	:	Cypriol Oil or Nagarmotha, Indian Oud, Fir Resin, Guaiac Wood, Rock rose and Siam BenzoinGender	UnisexUkuran	100 MLJenis	EDPKekuatan Aroma	SedangKetahanan Aroma	6 - 10 JamWaktu Pemakaian	Sehari-hariUmur Pemakai	Segala umurKlasifikasi Aroma	Amber WoodyTahun diluncurkan	-"
Mykonos Enchanted Extrait De Parfum 50ML,MYKONOS,Jakarta Timur,250+ terjual,https://images.tokopedia.net/img/cache/200-square/VqbcmM/2023/10/31/010d3139-ec2e-48ba-9b08-638802fc582f.jpg,https://www.tokopedia.com/mykonos/mykonos-enchanted-extrait-de-parfum-50ml?extParam=ivf%3Dfalse%26src%3Dsearch,"Note: Produk kami bergaransi 100%. Bila ada kerusakan atau kebocoran di produk parfum nya, tolong hubungi admin kami by chat untuk kami bantu cari jalan keluar nya. Kalau pembeli memberi rating atau komentar negatif sebelum chat admin kami untuk cari jalan keluar, maka garansi produk tidak lagi berlaku.Mykonos Enchanted Extrait De Parfum 50 ML Top Notes: Mandarin OrangeMiddle Notes: Peony, Rose, Violet, PeachBase Notes: Iris, MuskImmerse yourself in the most magical blend of fresh florals,A scent that transports you into a fairytale...somewhere in the meadows,Where you're surrounded by dewy bouquets of roses & peonies.Sparkling notes of bright citrus compliment this scent beautifullyJust like the feeling of warm sunlight shining on your faceas you lay down on a bed of flowers in the meadows.Yes, this scent is meant to make you feel like a princess,But this time, you're no ordinary princessYou're sophisticated & charming,yet bold & brilliant,You're a princess with a statement,Enchant them with your confidence,Bloom wherever you go.NA18220603947"
SAFF & Co. Extrait de Parfum - LOUI,SAFF & Co,Tangerang,7rb+ terjual,https://images.tokopedia.net/img/cache/200-square/VqbcmM/2023/5/8/277dd4b8-1a82-4c97-87e3-6290a97fc9bb.png,https://www.tokopedia.com/saffnco/saff-co-extrait-de-parfum-loui?extParam=ivf%3Dfalse%26src%3Dsearch,"Refresh your day with our crowd's favourite perfume, whenever you need a quick touch up for a soft and clean impression. Nothing feels as fresh as tropical fruity paradise with a hint of floral fragrance: all in one magical bottle of LOUI.Size         	 | 30mlLongevity	         | 6 hoursSillage		 | StrongGender		 | UnisexCharacter	 | Fresh, Floral, TropicalTop Notes	 | Verbena, Green, AldehydicMiddle Notes 	 | Rose, Peony, Lily of the ValleyBase Notes	 | Cedarwood, MuskPENGIRIMAN• Free tester dikirim random, tidak bisa request.• SAFF & Co. dikirim dari Jakarta Barat, pemesanan sebelum jam 3 dikirim di hari yang sama.• Pengiriman Senin-Jumat, tidak ada pengiriman pada hari Sabtu/Minggu/Hari Libur.KOMPLAIN/RETUR• Sertakan video unboxing untuk klaim komplain, apabila tidak menyertakan video saat komplain mohon maaf kami tidak dapat memproses komplain tersebut.• Chat admin terlebih dahulu sebelum memberikan rating bintang apabila ada masalah pada paket yang diterima.• Batas retur barang 3x24 jam setelah paket diterima.PENGGUNAAN SAFF & Co.• Semprotkan SAFF & Co. di urat nadi tangan, area leher, belakang telinga & dada.• Seluruh produk extrait de parfum SAFF & Co. disarankan untuk disemprotkan pada kulit, dikarenakan level konsentrasi yang tinggi menyebabkan cairan parfum kami membutuhkan waktu yang lebih lama untuk dapat terevaporasi secara sempurna dari bahan baju tertentu."
SAFF & Co. Extrait de Parfum - XOCOLATL,SAFF & Co,Tangerang,3rb+ terjual,https://images.tokopedia.net/img/cache/200-square/VqbcmM/2023/11/7/e6299110-6465-40f7-a6cc-aa9911637574.jpg,https://www.tokopedia.com/saffnco/saff-co-extrait-de-parfum-xocolatl?extParam=ivf%3Dfalse%26src%3Dsearch,"A special SAFF & Co. collaboration with the most iconic cartoon series and the most beloved webcomic character – now available in Chocobi-inspired scent. XOCOLATL pays tribute to the first hot chocolate drink in the world – a luscious infusion that has earned a special place in the hearts of humankind for millennia. Gifted by God Quetzalcoatl as the Drink of the Deities, XOCOLATL was believed to be blended with sweet mandarin, creamy heliotrope and a secret aphrodisiac known only to the old gods & the lost civilization.Top Notes	 | Mandarin, Pear, AppleMiddle Notes    | Heliotrope, Plumeria, Maltol, GardeniaDry Down 	 | Coconut, Musk, Sandalwood"
Alchemist Fragrance - Pink Laundry | Eau de Parfum,Alchemist Fragrance,Jakarta Pusat,2rb+ terjual,https://images.tokopedia.net/img/cache/200-square/VqbcmM/2023/11/1/1ac2b035-2db6-4382-9d67-6d2d6ca98854.jpg,https://www.tokopedia.com/alchemistfragrance/alchemist-fragrance-pink-laundry-eau-de-parfum?extParam=ivf%3Dtrue%26src%3Dsearch,"𝐒𝐞𝐥𝐮𝐫𝐮𝐡 𝐩𝐫𝐨𝐝𝐮𝐤 𝐀𝐥𝐜𝐡𝐞𝐦𝐢𝐬𝐭 𝐅𝐫𝐚𝐠𝐫𝐚𝐧𝐜𝐞 𝐛𝐞𝐫𝐠𝐚𝐫𝐚𝐧𝐬𝐢. 𝐓𝐞𝐫𝐝𝐚𝐩𝐚𝐭 𝐰𝐚𝐫𝐫𝐚𝐧𝐭𝐲 𝐜𝐚𝐫𝐝 𝐮𝐧𝐭𝐮𝐤 𝐬𝐞𝐭𝐢𝐚𝐩 𝐩𝐞𝐦𝐛𝐞𝐥𝐢𝐚𝐧.𝐉𝐢𝐤𝐚 𝐩𝐫𝐨𝐝𝐮𝐤 𝐲𝐚𝐧𝐠 𝐤𝐚𝐦𝐮 𝐭𝐞𝐫𝐢𝐦𝐚 𝐛𝐞𝐫𝐦𝐚𝐬𝐚𝐥𝐚𝐡 (𝐛𝐨𝐜𝐨𝐫, 𝐩𝐞𝐜𝐚𝐡, 𝐫𝐞𝐭𝐚𝐤, 𝐭𝐞𝐫𝐬𝐮𝐦𝐛𝐚𝐭, 𝐚𝐭𝐚𝐮 𝐤𝐞𝐫𝐮𝐬𝐚𝐤𝐚𝐧 𝐥𝐚𝐢𝐧𝐧𝐲𝐚), 𝐬𝐢𝐥𝐚𝐤𝐚𝐧 𝐡𝐮𝐛𝐮𝐧𝐠𝐢 𝐚𝐝𝐦𝐢𝐧 𝐦𝐞𝐥𝐚𝐥𝐮𝐢 𝐜𝐡𝐚𝐭 𝐝𝐚𝐧 𝐬𝐞𝐫𝐭𝐚𝐤𝐚𝐧 𝐛𝐮𝐤𝐭𝐢 𝐟𝐨𝐭𝐨 𝐚𝐭𝐚𝐮 𝐯𝐢𝐝𝐞𝐨 𝐩𝐫𝐨𝐝𝐮𝐤.𝐆𝐚𝐫𝐚𝐧𝐬𝐢 𝐡𝐚𝐧𝐲𝐚 𝐛𝐞𝐫𝐥𝐚𝐤𝐮 𝐮𝐧𝐭𝐮𝐤 𝐩𝐞𝐦𝐛𝐞𝐥𝐢 𝐲𝐚𝐧𝐠 𝐛𝐞𝐥𝐮𝐦 𝐦𝐞𝐧𝐲𝐞𝐥𝐞𝐬𝐚𝐢𝐤𝐚𝐧 𝐭𝐫𝐚𝐧𝐬𝐚𝐤𝐬𝐢. 𝐆𝐚𝐫𝐚𝐧𝐬𝐢 𝐩𝐫𝐨𝐝𝐮𝐤 𝐭𝐢𝐝𝐚𝐤 𝐥𝐚𝐠𝐢 𝐛𝐞𝐫𝐥𝐚𝐤𝐮 𝐣𝐢𝐤𝐚 𝐩𝐞𝐦𝐛𝐞𝐥𝐢 𝐭𝐞𝐥𝐚𝐡 𝐦𝐞𝐦𝐛𝐞𝐫𝐢 𝐩𝐞𝐧𝐢𝐥𝐚𝐢𝐚𝐧 𝐝𝐚𝐧 𝐮𝐥𝐚𝐬𝐚𝐧.-Lembut, anggun dan berkarakter – Pink Laundry akan menyapamu dengan aroma aldehyde yang ringan diikuti dengan perpaduan buket white florals dan mawar. Sentuhan akhir cendana dan patchouli memberikanmu kesan penuh wibawa.Weightless yet carries a lot of character.  After some time, you will be greeted with a blend of airy florals and aldehyde that will remind you of your favorite clean scent that feels luxurious and cozy at the same time.Pink Laundry is heavenly feminine, welcoming, with just a touch of otherworldly charm.Mood:Soft skinDelicateHotel linenNotes:Top: clean aldehydes, chamomile, green notesHeart: jasmine, lily of the valley, roseBase: musky notes, patchouli, sandalwood, powdery notesFragrance performance:Sillage: 4/5Projection: 5/5Longevity: 4/5BPOM: NA18220600671"
SAFF & Co. Extrait de Parfum - OSTARA,SAFF & Co,Tangerang,3rb+ terjual,https://images.tokopedia.net/img/cache/200-square/VqbcmM/2023/5/8/4b34c56f-a177-46d9-bd9d-ee52b1580fe7.png,https://www.tokopedia.com/saffnco/saff-co-extrait-de-parfum-ostara?extParam=ivf%3Dfalse%26src%3Dsearch,"OSTARA, the Celtic Goddess of Spring, represents the coming of spring and  new beginnings. Renderring her divine beauty into this spell-binding elixir of raspberry and passionfruit, OSTARA takes you on a breath-taking journey opened by a vibrant fruity profile with the sharp sweetness of cassis, and concludes with the most irresistible drydown laced with seductive amber and intoxicating patchouli.Size		         | 30mlLongevity	         | 6 hoursSillage		 | StrongGender		 | UnisexCharacter	 | Sweet, Fruity, ChypreTop Notes	 | Raspberry. Passionfruit, PearMiddle Notes    | Cassis Buds, Lily of the ValleyDry Down 	 | Amber, Patchouli, Heliotrope"
Parfum Pria Wanita Tahan Lama Zimaya Rabab Unisex 100 ML,Rumah Parfum,Jakarta Barat,30+ terjual,https://images.tokopedia.net/img/cache/200-square/VqbcmM/2023/9/14/d831b8cd-d2f1-4cfd-abe8-36a870df549e.jpg,https://www.tokopedia.com/rumahparfumcom/parfum-pria-wanita-tahan-lama-zimaya-rabab-unisex-100-ml?extParam=ivf%3Dfalse%26src%3Dsearch,"Pembelian di toko kami dapat dilengkapi dengan Faktur Pajak. Ketentuan dapat dilihat pada Catatan Toko.Gender	UnisexUkuran	100 MLJenis	EDPDescription	:	Top Note	:	Fresh, Bergamot, AmberMiddle Note	:	Rose, Jasmine, Candied FruitBase Note	:	Vetiver, Sandalwood, Cedarwood, VanillaKekuatan Aroma	SedangKetahanan Aroma	6 - 10 JamWaktu Pemakaian	Sehari-hariUmur Pemakai	Segala umurKlasifikasi Aroma	AmberTahun diluncurkan	-"
Alchemist Fragrance - Got My Mojo Back | Eau de Parfum,Alchemist Fragrance,Jakarta Pusat,2rb+ terjual,https://images.tokopedia.net/img/cache/200-square/VqbcmM/2023/11/1/efb8ae30-dde4-4f92-b578-de2e21af69af.jpg,https://www.tokopedia.com/alchemistfragrance/alchemist-fragrance-got-my-mojo-back-eau-de-parfum?extParam=ivf%3Dtrue%26src%3Dsearch,"𝐒𝐞𝐥𝐮𝐫𝐮𝐡 𝐩𝐫𝐨𝐝𝐮𝐤 𝐀𝐥𝐜𝐡𝐞𝐦𝐢𝐬𝐭 𝐅𝐫𝐚𝐠𝐫𝐚𝐧𝐜𝐞 𝐛𝐞𝐫𝐠𝐚𝐫𝐚𝐧𝐬𝐢. 𝐓𝐞𝐫𝐝𝐚𝐩𝐚𝐭 𝐰𝐚𝐫𝐫𝐚𝐧𝐭𝐲 𝐜𝐚𝐫𝐝 𝐮𝐧𝐭𝐮𝐤 𝐬𝐞𝐭𝐢𝐚𝐩 𝐩𝐞𝐦𝐛𝐞𝐥𝐢𝐚𝐧.𝐉𝐢𝐤𝐚 𝐩𝐫𝐨𝐝𝐮𝐤 𝐲𝐚𝐧𝐠 𝐤𝐚𝐦𝐮 𝐭𝐞𝐫𝐢𝐦𝐚 𝐛𝐞𝐫𝐦𝐚𝐬𝐚𝐥𝐚𝐡 (𝐛𝐨𝐜𝐨𝐫, 𝐩𝐞𝐜𝐚𝐡, 𝐫𝐞𝐭𝐚𝐤, 𝐭𝐞𝐫𝐬𝐮𝐦𝐛𝐚𝐭, 𝐚𝐭𝐚𝐮 𝐤𝐞𝐫𝐮𝐬𝐚𝐤𝐚𝐧 𝐥𝐚𝐢𝐧𝐧𝐲𝐚), 𝐬𝐢𝐥𝐚𝐤𝐚𝐧 𝐡𝐮𝐛𝐮𝐧𝐠𝐢 𝐚𝐝𝐦𝐢𝐧 𝐦𝐞𝐥𝐚𝐥𝐮𝐢 𝐜𝐡𝐚𝐭 𝐝𝐚𝐧 𝐬𝐞𝐫𝐭𝐚𝐤𝐚𝐧 𝐛𝐮𝐤𝐭𝐢 𝐟𝐨𝐭𝐨 𝐚𝐭𝐚𝐮 𝐯𝐢𝐝𝐞𝐨 𝐩𝐫𝐨𝐝𝐮𝐤.𝐆𝐚𝐫𝐚𝐧𝐬𝐢 𝐡𝐚𝐧𝐲𝐚 𝐛𝐞𝐫𝐥𝐚𝐤𝐮 𝐮𝐧𝐭𝐮𝐤 𝐩𝐞𝐦𝐛𝐞𝐥𝐢 𝐲𝐚𝐧𝐠 𝐛𝐞𝐥𝐮𝐦 𝐦𝐞𝐧𝐲𝐞𝐥𝐞𝐬𝐚𝐢𝐤𝐚𝐧 𝐭𝐫𝐚𝐧𝐬𝐚𝐤𝐬𝐢. 𝐆𝐚𝐫𝐚𝐧𝐬𝐢 𝐩𝐫𝐨𝐝𝐮𝐤 𝐭𝐢𝐝𝐚𝐤 𝐥𝐚𝐠𝐢 𝐛𝐞𝐫𝐥𝐚𝐤𝐮 𝐣𝐢𝐤𝐚 𝐩𝐞𝐦𝐛𝐞𝐥𝐢 𝐭𝐞𝐥𝐚𝐡 𝐦𝐞𝐦𝐛𝐞𝐫𝐢 𝐩𝐞𝐧𝐢𝐥𝐚𝐢𝐚𝐧 𝐝𝐚𝐧 𝐮𝐥𝐚𝐬𝐚𝐧.-Elegan dan adiktif – perpaduan sempurna aroma manis, white florals, dan kayu-kayuan. Aroma coklat, blackcurrant dan almond yang akan pertama kali menyapamu hingga sentuhan praline, cendana dan amber sebagai base notes yang misterius dan menawan.Description:An elegant combination of gourmand notes and woodiness, Got My Mojo Back is a magnificent tribute to long nights under the neon lights. The aroma of praline and jasmine make for a euphoric and unforgettable scent. Sit down, treat yourself for a drink and wait for the compliments to roll in.Mood:GourmandLong nightsDazzling in goldNotes:Top: chocolate, blackcurrant, almondHeart: cedarwood, tuberose, sambac, jasmineBase: praline HS, sandalwood, amberFragrance performance:Sillage: 5/5Projection: 5/5Longevity: 5/5BPOM: NA18220600672"
Mykonos Matcha Latte Extrait De Parfum 50 ML,MYKONOS,Jakarta Timur,500+ terjual,https://images.tokopedia.net/img/cache/200-square/VqbcmM/2023/10/31/28c88ee1-1e16-41d2-92a9-ef4b406b511a.jpg,https://www.tokopedia.com/mykonos/mykonos-matcha-latte-extrait-de-parfum-50-ml-extrait-50-ml?extParam=ivf%3Dfalse%26src%3Dsearch,"Note: Produk kami bergaransi 100%. Bila ada kerusakan atau kebocoran di produk parfum nya, tolong hubungi admin kami by chat untuk kami bantu cari jalan keluar nya. Kalau pembeli memberi rating atau komentar negatif sebelum chat admin kami untuk cari jalan keluar, maka garansi produk tidak lagi berlaku. Matcha Latte is a calming blend of Matcha & White Chocolate with a twist of florals & some mint. This intoxicating blend smells great all day long and gives off a zen & relaxed vibe.it's the perfect scent for a lazy sunday at home, very cozy and comfy.it's like drinking hot matcha while enjoying a creamy bar of white chocolate and enjoying the serene nature around you. Main notes: Matcha, White Chocolate, Jasmine, Tonka Bean, Vanilla & Milk PowderPersonality Traits: Calm, Creamy, learned, intelligent, soft spoken.  NA18220603949"
Alchemist Fragrance - Home Garden | Eau de Parfum,Alchemist Fragrance,Jakarta Pusat,1rb+ terjual,https://images.tokopedia.net/img/cache/200-square/VqbcmM/2023/11/2/f561f889-c64a-4dbd-924b-73ef01efe50c.jpg,https://www.tokopedia.com/alchemistfragrance/alchemist-fragrance-home-garden-eau-de-parfum?extParam=ivf%3Dtrue%26src%3Dsearch,"𝐒𝐞𝐥𝐮𝐫𝐮𝐡 𝐩𝐫𝐨𝐝𝐮𝐤 𝐀𝐥𝐜𝐡𝐞𝐦𝐢𝐬𝐭 𝐅𝐫𝐚𝐠𝐫𝐚𝐧𝐜𝐞 𝐛𝐞𝐫𝐠𝐚𝐫𝐚𝐧𝐬𝐢. 𝐓𝐞𝐫𝐝𝐚𝐩𝐚𝐭 𝐰𝐚𝐫𝐫𝐚𝐧𝐭𝐲 𝐜𝐚𝐫𝐝 𝐮𝐧𝐭𝐮𝐤 𝐬𝐞𝐭𝐢𝐚𝐩 𝐩𝐞𝐦𝐛𝐞𝐥𝐢𝐚𝐧.𝐉𝐢𝐤𝐚 𝐩𝐫𝐨𝐝𝐮𝐤 𝐲𝐚𝐧𝐠 𝐤𝐚𝐦𝐮 𝐭𝐞𝐫𝐢𝐦𝐚 𝐛𝐞𝐫𝐦𝐚𝐬𝐚𝐥𝐚𝐡 (𝐛𝐨𝐜𝐨𝐫, 𝐩𝐞𝐜𝐚𝐡, 𝐫𝐞𝐭𝐚𝐤, 𝐭𝐞𝐫𝐬𝐮𝐦𝐛𝐚𝐭, 𝐚𝐭𝐚𝐮 𝐤𝐞𝐫𝐮𝐬𝐚𝐤𝐚𝐧 𝐥𝐚𝐢𝐧𝐧𝐲𝐚), 𝐬𝐢𝐥𝐚𝐤𝐚𝐧 𝐡𝐮𝐛𝐮𝐧𝐠𝐢 𝐚𝐝𝐦𝐢𝐧 𝐦𝐞𝐥𝐚𝐥𝐮𝐢 𝐜𝐡𝐚𝐭 𝐝𝐚𝐧 𝐬𝐞𝐫𝐭𝐚𝐤𝐚𝐧 𝐛𝐮𝐤𝐭𝐢 𝐟𝐨𝐭𝐨 𝐚𝐭𝐚𝐮 𝐯𝐢𝐝𝐞𝐨 𝐩𝐫𝐨𝐝𝐮𝐤.𝐆𝐚𝐫𝐚𝐧𝐬𝐢 𝐡𝐚𝐧𝐲𝐚 𝐛𝐞𝐫𝐥𝐚𝐤𝐮 𝐮𝐧𝐭𝐮𝐤 𝐩𝐞𝐦𝐛𝐞𝐥𝐢 𝐲𝐚𝐧𝐠 𝐛𝐞𝐥𝐮𝐦 𝐦𝐞𝐧𝐲𝐞𝐥𝐞𝐬𝐚𝐢𝐤𝐚𝐧 𝐭𝐫𝐚𝐧𝐬𝐚𝐤𝐬𝐢. 𝐆𝐚𝐫𝐚𝐧𝐬𝐢 𝐩𝐫𝐨𝐝𝐮𝐤 𝐭𝐢𝐝𝐚𝐤 𝐥𝐚𝐠𝐢 𝐛𝐞𝐫𝐥𝐚𝐤𝐮 𝐣𝐢𝐤𝐚 𝐩𝐞𝐦𝐛𝐞𝐥𝐢 𝐭𝐞𝐥𝐚𝐡 𝐦𝐞𝐦𝐛𝐞𝐫𝐢 𝐩𝐞𝐧𝐢𝐥𝐚𝐢𝐚𝐧 𝐝𝐚𝐧 𝐮𝐥𝐚𝐬𝐚𝐧.-Sebuah manifestasi musim panas – aroma buah-buahan yang segar dengan sentuhan rempah, diawali dengan manis ringan dari blackberry dan jeruk bali diikuti dengan cedar dan vetiver membuat Home Garden wewangian yang mengingatkanmu dengan taman rumah yang asri.Description:Summer elegance in a bottle. This is the fruity perfume that has grown to be playful yet refined at the same time. Blackberry, grapefruit, and cedar blend to create a fruit-forward scent that delights you like a ray of sunshine. Home Garden is not just a place; it’s a state of mind.Mood:FruityFlower child personaNotes:Top: blackberry, grapefruit, cloveHeart: cedar, vetiverBase: floral notesFragrance performance:Sillage: 4/5Projection: 5/5Longevity: 5/5BPOM: NA18220600673"
