Nama Barang,Brand,Lokasi,Terjual,Image Url,Link Produk,Deskripsi
Mykonos Baby Love Parfum EDP 50 ML,MYKONOS,Jakarta Timur,1rb+ terjual,https://images.tokopedia.net/img/cache/200-square/VqbcmM/2021/5/23/ce524585-8dab-4685-9f3b-7d9e10ad3674.jpg,https://www.tokopedia.com/mykonos/mykonos-baby-love-parfum-edp-50-ml?extParam=ivf%3Dfalse%26src%3Dsearch,"Note: Produk kami bergaransi 100%. Bila ada kerusakan atau kebocoran di produk parfum nya, tolong hubungi admin kami by chat untuk kami bantu cari jalan keluar nya. Kalau pembeli memberi rating atau komentar negatif sebelum chat admin kami untuk cari jalan keluar, maka garansi produk tidak lagi berlaku. Parfum Mykonos Baby Love EDP 50 ML: A blast from the past! Baby love is a nostalgic reminder of the good old days. The gentle notes of violet and musk bring to mind a soft baby cologne. The tender nature of this masterpiece make it perfect for use anywhere and anytime, even at home!Wangi bayi yang sangat lembut dan menenangkan...Top Notes- Violet, Musk, RoseMiddle Notes- Violet, Rose, VanillaBase Notes - Violet, MuskConstant notes- Gentle baby cologneBPOM: NA18210600379"
Evangeline Selection Eau De Parfum 100ml Black Vanilla,Evangeline Parfum,Dilayani Tokopedia,10rb+ terjual,https://images.tokopedia.net/img/cache/200-square/VqbcmM/2023/12/7/d08a829e-4bd9-43c8-b80d-859f88c9a2ac.jpg,https://www.tokopedia.com/evangelineparfum/evangeline-selection-eau-de-parfum-100ml-black-vanilla?extParam=ivf%3Dtrue%26src%3Dsearch,"Selection SeriesBe who you want to be, dengan 12 varian parfum yang unik, Evangeline tahu apa yang kamu butuhkan! #EverydayEvangelineBlack VanillaUntuk kamu yang ingin tampil beda , Evangeline Black Vanilla ada nih buat kamu, dengan aroma nya yang mild-and-sweet, pastinya membuat kamu semakin manis lagi! #EverydayEvangelineTop Notes: Vanilla, Coconut, CitrusMiddle Notes: Vanilla, Peach, FloralBase Notes: Vanilla, AmberyUkuran: 100mlJenis: Eau De Parfum"
Parfum Fragrance World Tuscany Leather Unisex 80 ML,Rumah Parfum,Jakarta Barat,100+ terjual,https://images.tokopedia.net/img/cache/200-square/VqbcmM/2023/9/15/e0bf9f3d-df0b-4a07-8f47-ae898841df85.jpg,https://www.tokopedia.com/rumahparfumcom/parfum-fragrance-world-tuscany-leather-unisex-80-ml?extParam=ivf%3Dfalse%26src%3Dsearch,"Pembelian di toko kami dapat dilengkapi dengan Faktur Pajak. Ketentuan dapat dilihat pada Catatan Toko.Kemiripan Aroma Dengan T*m f**d Tuscan Leather Description	:	-Top Note	:	Raspberry, Saffron and ThymeMiddle Note	:	Olibanum and JasmineBase Note	:	Leather, Suede, Woody Notes and AmberGender	UnisexUkuran	80 MLJenis	EDPKekuatan Aroma	SedangKetahanan Aroma	6 - 10 JamWaktu Pemakaian	Sehari-hariUmur Pemakai	Segala umurKlasifikasi Aroma	LeatherTahun diluncurkan	-"
Project 1945 Exploration Kit | EDP Parfum Unisex 5ml x3 Varian,Project 1945,Jakarta Utara,4rb+ terjual,https://images.tokopedia.net/img/cache/200-square/VqbcmM/2022/8/2/52f0d706-4000-4b69-b450-9ea1e327a60a.png,https://www.tokopedia.com/project1945/project-1945-exploration-kit-edp-parfum-unisex-5ml-x3-varian?extParam=ivf%3Dfalse%26src%3Dsearch,"Dapatkan Koleksi Pertama Project 1945!Yuk bergabung bersama mengeksplorasi wangi-wangi perdana Project 1945 yang menggambarkan interpretasi-interpretasi pertama kami tentang Indonesia.Cocok untuk kamu yang ingin mencoba dulu semua wangi rilisan kami dan juga untuk kamu yang bingung mencari hadiah kece untuk sahabat dan keluarga kamu.Apa sih yang bakal kamu dapetin?1x 5ml “THE GREAT BATAVIA” EDP1x 5ml “BAMBOE ROENCING” EDP1x 5ml “SUNSET IN SUMBA” EDPFREE VOUCHER Rp45.000** untuk pembelian botol 100ml berikutnya **Voucher klaim hanya berlaku 60 Hari setelah pesanan. THE GREAT BATAVIA 🏙️Scent #1 kami masuk dalam kategori 'Aromatic' & 'Fruity'.Wangi ini menyegarkan, ‘timeless’ (abadi) dan ‘classy’ untuk kamu yang romantis.SUNSET IN SUMBA 🌄Untuk Scent #2 kami masuk dalam keluarga wangi yang 'Woody' & 'Spicy'.Wangi ini akan mencerahkan harimu yang selalu optimis menempuh petualangan-petualangan hidup.BAMBOE ROENCING🎍Terakhir, untuk Scent #3 kami berarah ke wangi 'Floral & 'Aquatic' yang lembut.Wangi yang ‘uplifting’ untuk kamu yang punya semangat tinggi dan 'high hopes' untuk masa depan.---------------------------------PENGIRIMAN 🚚*Pengiriman setiap hari kecuali Sabtu, Minggu, dan tanggal merah.*Dikirim hari yang sama jika- Konfirmasi pembayaran dilakukan sebelum jam 3 sore (Senin-Jumat)Lebih dari itu akan ikut pengiriman di hari kerja berikutnya.*Pengiriman dilakukan dari Jakarta, dan durasi pengiriman disesuaikan dengan kebijakan jarak dan ketepatan waktu masing-masing jasa antar.*Apabila ada kendala silahkan langsung menghubungi Tim Project 1945, dan kami siap membantu."
Parfum Fragrance World La Uno Million Le Parfum Unisex 100 ML,Rumah Parfum,Jakarta Barat,70+ terjual,https://images.tokopedia.net/img/cache/200-square/VqbcmM/2023/10/25/5e68ce3e-9fff-40a6-8c81-704a71fa3204.jpg,https://www.tokopedia.com/rumahparfumcom/parfum-fragrance-world-la-uno-million-le-parfum-unisex-100-ml?extParam=ivf%3Dfalse%26src%3Dsearch,"Pembelian di toko kami dapat dilengkapi dengan Faktur Pajak. Ketentuan dapat dilihat pada Catatan Toko.Kemiripan Aroma Dengan P**o R*****e One Million ManDescription	:	-Top Note   	:	Blood Mandarin, Grapefruit and MintMiddle Note	:	Cinnamon, Spicy Notes and RoseBase Note	:	Amber, Leather, Woody Notes and Indian PatchouliGender	UnisexUkuran	100 MLJenis	EDPKekuatan Aroma	SedangKetahanan Aroma	6 - 10 JamWaktu Pemakaian	Sehari-hariUmur Pemakai	Segala umurKlasifikasi Aroma	OrientalTahun diluncurkan	-"
Parfum Fragrance World Neroli Riviera EDP 80ml for Unisex,ETC,Jakarta Barat,30+ terjual,https://images.tokopedia.net/img/cache/200-square/VqbcmM/2023/10/8/3af7da27-c605-47f2-a37d-e7093170655a.jpg,https://www.tokopedia.com/etcstore/parfum-fragrance-world-neroli-riviera-edp-80ml-for-unisex?extParam=ivf%3Dfalse%26src%3Dsearch,"Link Try Me : https://tokopedia.com/etcstore/decant-parfum-fragrance-world-neroli-riviera-edp-for-unisexParfum ini mengingatkan akan TF Neroli PortofinoFragrance World Neroli Riviera adalah parfum pria dan wanita dengan aroma Neroli, Mandarin Orange, Lemon, Jasmine, Bitter Orange, Sea Salt, Orange Blossom , Lavender, Herbal Notes, Amber and Wormwood.Namun, penting untuk diingat bahwa pengalaman aroma parfum dapat bervariasi antara individu karena interaksi dengan pH kulit dan kepekaan aroma pribadi.Disclaimers:Berdasarkan peraturan HAK KEKAYAAN INTELEKTUAL (HAKI) yang berlaku, maka untuk informasi produk yang lebih detail anda dapat membaca artikel atau menonton review secara mandiri."
Parfum Pria Wanita Tahan Lama Zimaya Rabab Gems Unisex 100 ML,Rumah Parfum,Jakarta Barat,23 terjual,https://images.tokopedia.net/img/cache/200-square/VqbcmM/2023/9/14/996f2132-a2f5-417a-bb77-c58b1b74a6df.jpg,https://www.tokopedia.com/rumahparfumcom/parfum-pria-wanita-tahan-lama-zimaya-rabab-gems-unisex-100-ml?extParam=ivf%3Dfalse%26src%3Dsearch,"Pembelian di toko kami dapat dilengkapi dengan Faktur Pajak. Ketentuan dapat dilihat pada Catatan Toko.Gender	UnisexUkuran	100 MLJenis	EDPDescription	:	Top Note	:	Pineapple, Hyacinth, Pink PepperMiddle Note	:	Iris, Jasmine, MuskBase Note	:	Vanilla, Patchouli, AmbroxanKekuatan Aroma	SedangKetahanan Aroma	6 - 10 JamWaktu Pemakaian	Sehari-hariUmur Pemakai	Segala umurKlasifikasi Aroma	Chypre FloralTahun diluncurkan	-"
Parfum Unke Naru – For You 100 ml EDP unisex pria dan wanita,Unke Naru,Jakarta Selatan,750+ terjual,https://images.tokopedia.net/img/cache/200-square/VqbcmM/2023/3/10/9bdd9257-2e4e-4421-a8ef-2e0a24b90b6d.jpg,https://www.tokopedia.com/unkenaru/parfum-unke-naru-for-you-100-ml-edp-unisex-pria-dan-wanita?extParam=ivf%3Dfalse%26src%3Dsearch,"𝐒𝐘𝐀𝐑𝐀𝐓 𝐃𝐀𝐍 𝐊𝐄𝐓𝐄𝐍𝐓𝐔𝐀𝐍Penting! Mohon sertakan video unboxing jika terdapat keluhan terkait pesanan. Tanpa adanya video, akan sulit bagi kami untuk dapat memproses keluhan.Perlu diperhatikan bahwa membeli berarti setuju terhadap syarat dan ketentuan yang berlaku. Segala bentuk keluhan dapat kami layani jika kamu belum menyelesaikan transaksi dan memberikan ulasan._________________________________________________________________________________𝐅𝐎𝐑 𝐘𝐎𝐔For You is a duality, of a late-night embrace and the morning after. Deep and refreshing, it enlivens like a morning kiss. Yet when the sun sets, its intensity engulfs your senses in its depth.𝐍𝐎𝐓𝐄𝐒Top: Fig, Pear, Milky Heart: Coconut Tree Leaves, Clover, Water JasmineBase: Amberwood, Orcanox, White Musk𝐍𝐀𝟏𝟖𝟐𝟐𝟎𝟔𝟎𝟒𝟏𝟖𝟐𝐂𝐚𝐫𝐢 𝐭𝐚𝐡𝐮 𝐥𝐞𝐛𝐢𝐡 𝐥𝐚𝐧𝐣𝐮𝐭 𝐩𝐚𝐝𝐚 𝐢𝐧𝐬𝐭𝐚𝐠𝐫𝐚𝐦 @𝐮𝐧𝐤𝐞𝐧𝐚𝐫𝐮_________________________________________________________________________________"
Decant Parfum Lattafa Ana Abiyedh I Am White EDP Unisex,ETC,Jakarta Barat,100+ terjual,https://images.tokopedia.net/img/cache/200-square/VqbcmM/2023/9/7/b947f02d-f704-4899-b0b0-89c07b183769.png,https://www.tokopedia.com/etcstore/decant-parfum-lattafa-ana-abiyedh-i-am-white-edp-unisex-try-me-5ml-98def?extParam=ivf%3Dfalse%26src%3Dsearch,"Parfum ini mengingatkan akan Xerjoff Erba PuraLattafa Ana Abiyedh I am White adalah parfum pria wanita yang bernuansa Vanilla Powdery yang memiliki campuran aroma-aroma seperti Bergamot, Orange, Vanilla, Pear, Musk dan Amber.Aroma: Vanilla Musky SpicyPerfume rating 3.92 out of 5 with 654 votesNamun, penting untuk diingat bahwa pengalaman aroma parfum dapat bervariasi antara individu karena interaksi dengan pH kulit dan kepekaan aroma pribadi.Disclaimers:Berdasarkan peraturan HAK KEKAYAAN INTELEKTUAL (HAKI) yang berlaku, maka untuk informasi produk yang lebih detail anda dapat mencarinya di internet."
Decant Parfum Replica Music Festival EDT for Unisex,ETC,Jakarta Barat,60+ terjual,https://images.tokopedia.net/img/cache/200-square/VqbcmM/2023/10/1/38ae06ec-bd38-4bba-a988-20df5896fd5c.png,https://www.tokopedia.com/etcstore/decant-parfum-replica-music-festival-edt-for-unisex-try-me-1ml-21867?extParam=ivf%3Dfalse%26src%3Dsearch,"Music Festival adalah parfum Pria Wanita yang bernuansa Woody Chypre. Aroma ini terdiri dari cannabis, Red Apple, Violet Leaf, Patchouli, T0bacc0, Incense, Leather, Cypress and Cedar.Aroma: Woody Smoky PatchouliPerfume rating 3.76 out of 5 with 1,009 votesNamun, penting untuk diingat bahwa pengalaman aroma parfum dapat bervariasi antara individu karena interaksi dengan pH kulit dan kepekaan aroma pribadi.Disclaimers:Berdasarkan peraturan HAK KEKAYAAN INTELEKTUAL (HAKI) yang berlaku, maka untuk informasi produk yang lebih detail anda dapat membaca artikel atau menonton review secara mandiri."
Rhenza Botol Parfum Travel Atomizer 10 ML,Rumah Parfum,Jakarta Barat,250+ terjual,https://images.tokopedia.net/img/cache/200-square/VqbcmM/2021/7/29/89f949ea-f21c-4c93-9bd1-dbb6a6c7bd23.jpg,https://www.tokopedia.com/rumahparfumcom/rhenza-botol-parfum-travel-atomizer-10-ml?extParam=ivf%3Dfalse%26src%3Dsearch,Pembelian di toko kami dapat dilengkapi dengan Faktur Pajak. Ketentuan dapat dilihat pada Catatan Toko.Gender	UnisexUkuran	10 MLJenis	Botol Parfum Travel AtomizerTidak ada isi parfum (hanya botol atomizer saja)
SAFF & Co. Extrait de Parfum - TROUPE,SAFF & Co,Tangerang,4rb+ terjual,https://images.tokopedia.net/img/cache/200-square/VqbcmM/2023/5/8/0a092ef4-0932-41ee-8083-35e310bb99fe.png,https://www.tokopedia.com/saffnco/saff-co-extrait-de-parfum-troupe?extParam=ivf%3Dfalse%26src%3Dsearch,"TROUPE portrays a slow living era, where rustic cottages and rolling hills evoke the nostalgic panorama of the 1800s. Catch a whiff of nostalgia as you dance in the shade of a pear tree, infusing the air with ripe serenity.TROUPE - Sweet, Rose, Fruity (Unisex - Women)Top Notes	 | Mandarin Orange, PearMiddle Notes    | Rose, Neroli, FreesiaBase Notes	 | Patchouli, Musk, Amber"
Parfum Fragrance World Barakkat Satin Oud Unisex 100 ML,Rumah Parfum,Jakarta Barat,250+ terjual,https://images.tokopedia.net/img/cache/200-square/VqbcmM/2023/9/7/75444609-6028-4fc0-8f8d-e76c3673c24a.jpg,https://www.tokopedia.com/rumahparfumcom/parfum-fragrance-world-barakkat-satin-oud-unisex-100-ml?extParam=ivf%3Dfalse%26src%3Dsearch,"Pembelian di toko kami dapat dilengkapi dengan Faktur Pajak. Ketentuan dapat dilihat pada Catatan Toko.Kemiripan Aroma Dengan B******t Oud SatinDescription	:	-Top Note	:	VioletMiddle Note	:	Bulgarian Rose, Turkish RoseBase Note	:	Vanilla, Agarwood (Oud), BenzionGender	UnisexUkuran	100 MLJenis	EDPKekuatan Aroma	SedangKetahanan Aroma	6 - 10 JamWaktu Pemakaian	Sehari-hariUmur Pemakai	Segala umurKlasifikasi Aroma	Woody FloralTahun diluncurkan	-"
SAFF & Co. Extrait de Parfum - CASCAVEL,SAFF & Co,Tangerang,3rb+ terjual,https://images.tokopedia.net/img/cache/200-square/VqbcmM/2023/6/13/dd1eb305-f9be-48cb-8b3e-ebaaece0807d.png,https://www.tokopedia.com/saffnco/saff-co-extrait-de-parfum-cascavel?extParam=cmp%3D1%26ivf%3Dfalse%26src%3Dsearch,"A warm-spiced elixir that seduces the mind with its aromatic, sweet-smelling fantasy. Cascavel captures the essence of elegance from dusk to dawn - a multi-layered that lingers in memories and unravels in all its excotic glory.540 to Cascavel - What Changed?Cascavel translates the modern-day, day-to-night elegance into a luxurious, warm-spicedfloral infusion. We introduced stronger saffron notes in the opening to bring exotic warmth andspice into the fragrance. To balance the rich depth of saffron, we added a delicate blend ofsweetness with violet and lily of the valley – a truly dreamy scent made for all genders alike.Character 	| Woody, Warm Spicy, AromaticTop Notes 	| Saffron, Orange BlossomMiddle Notes 	| Jasmine, Violet, Lily of the ValleyBase Notes 	| Oakmoss, Ambergris"
Parfum Fragrance World Tour De Havana 24H Unisex 100 ML,Rumah Parfum,Jakarta Barat,250+ terjual,https://images.tokopedia.net/img/cache/200-square/VqbcmM/2023/9/15/b5b5b43c-b139-4191-b527-babb116d2d1c.jpg,https://www.tokopedia.com/rumahparfumcom/parfum-fragrance-world-tour-de-havana-24h-unisex-100-ml?extParam=ivf%3Dfalse%26src%3Dsearch,"Pembelian di toko kami dapat dilengkapi dengan Faktur Pajak. Ketentuan dapat dilihat pada Catatan Toko.Kemiripan Aroma Dengan  H*****s H24 EDP ManDescription	:	-Fragrance Notes	:	Clary Sage, Metallic Notes, Narcissus, Palisander RosewoodGender	UnisexUkuran	100 MLJenis	EDPKekuatan Aroma	SedangKetahanan Aroma	6 - 10 JamWaktu Pemakaian	Sehari-hariUmur Pemakai	Segala umurKlasifikasi Aroma	Aromatic GreenTahun diluncurkan	-"
Parfum Afnan Zimaya Musk Is Great Extrait de Parfum 100ml for unisex,ETC,Jakarta Barat,60+ terjual,https://images.tokopedia.net/img/cache/200-square/VqbcmM/2023/9/14/b65b7a09-ef48-4f49-9e99-8dbbd5b53c8a.png,https://www.tokopedia.com/etcstore/parfum-afnan-zimaya-musk-is-great-extrait-de-parfum-100ml-for-unisex?extParam=ivf%3Dfalse%26src%3Dsearch,"Musk Is Great adalah parfum Pria Wanita yang beraroma Bergamot, Mandarin Orange, Black Currant, Magnolia, Musk, White, Musk, Sandal, wood.Namun, penting untuk diingat bahwa pengalaman aroma parfum dapat bervariasi antara individu karena interaksi dengan pH kulit dan kepekaan aroma pribadi.Disclaimers:Berdasarkan peraturan HAK KEKAYAAN INTELEKTUAL (HAKI) yang berlaku, maka untuk informasi produk yang lebih detail anda dapat membaca artikel atau menonton review secara mandiri."
Decant Parfum Fragrance World Neroli Riviera EDP for Unisex,ETC,Jakarta Barat,100+ terjual,https://images.tokopedia.net/img/cache/200-square/VqbcmM/2023/9/19/03455fde-6eaf-4624-b49a-b81a46d89941.png,https://www.tokopedia.com/etcstore/decant-parfum-fragrance-world-neroli-riviera-edp-for-unisex-try-me-5ml-3892f?extParam=ivf%3Dfalse%26src%3Dsearch,"Dupe of TF Neroli PortofinoFragrance World Neroli Riviera adalahparfum pria dan wanita dengan aroma Neroli, Mandarin Orange, Lemon, Jasmine, Bitter Orange, Sea Salt, Orange Blossom , Lavender, Herbal Notes, Amber and Wormwood.Namun, penting untuk diingat bahwa pengalaman aroma parfum dapat bervariasi antara individu karena interaksi dengan pH kulit dan kepekaan aroma pribadi.Disclaimers:Berdasarkan peraturan HAK KEKAYAAN INTELEKTUAL (HAKI) yang berlaku, maka untuk informasi produk yang lebih detail anda dapat membaca artikel atau menonton review secara mandiri."
Sansoe - Eau de parfum - Discovery Set Vol.2,Sansoe Fragrances,Jakarta Selatan,500+ terjual,https://images.tokopedia.net/img/cache/200-square/VqbcmM/2023/2/24/f7ef0296-54cc-4b03-a917-02f48caa4b98.jpg,https://www.tokopedia.com/sansoe/sansoe-eau-de-parfum-discovery-set-vol-2?extParam=ivf%3Dfalse%26src%3Dsearch,"Discover a new world of scents with Sansoe Discovery Set3 x 5ml Eau de parfumFLOSMain notes : white flower, safron, pink pepper, amber, muskSOMMARMain notes : green tea, cedarwood, geranium,  vetiver, muskORTIZMain notes : cedarwood, oud, bergamot, peony, cardamomP.SOur delivery hours are Monday to Friday 09.00 AM until 05.00 PMOrder on Weekend and holiday will be send in nearest Work days"
Alchemist Fragrance - Discovery Set of 4 Elixirs | Eau de Parfum,Alchemist Fragrance,Jakarta Pusat,750+ terjual,https://images.tokopedia.net/img/cache/200-square/hDjmkQ/2023/5/5/5d6299d8-380e-4c57-bb8f-86feef6e281b.jpg,https://www.tokopedia.com/alchemistfragrance/alchemist-fragrance-discovery-set-of-4-elixirs-eau-de-parfum?extParam=ivf%3Dfalse%26src%3Dsearch,Explore the scents of our Elixirs. A complete set of Alchemist eau de parfum in 2 ml vials.[01] Powder Room		– 	2 ml[02] Pink Laundry		– 	2 ml[03] Got My Mojo Back	– 	2 ml[04] Home Garden		– 	2 mlBPOM: NKIT220000387
Scarlett Whitening Eau De Parfum Sweet Memories 30ml,Scarlett Whitening Official Shop,Jakarta Utara,750+ terjual,https://images.tokopedia.net/img/cache/200-square/VqbcmM/2023/11/29/60ae2e03-af51-420e-82ed-6406c37efd5e.png,https://www.tokopedia.com/scarlettwhite/scarlett-whitening-eau-de-parfum-sweet-memories-30ml?extParam=ivf%3Dfalse%26src%3Dsearch,"Scarlett Whitening Eau De Parfum Sweet Memories 30mlScarlett Whitening Eau De Parfum Sweet Memories Untuk berikan kesegaran dan keharuman mewah dalam setiap semprotan dengan kemasan yang Ready To Go cocok untuk temani harimu, mudah dibawa kemana pun dan kapan pun tanpa takut pecah! dengan wangi Amber Fougere yang menjadikan parfum ini mempunyai wangi yang mewah.Luxurious Scent with Affordable Price.Size - 30mlGender - Unisex | WomanTop Notes - Egyptian Balsam, Grapefruit, Damask RoseMiddle Notes - Vanilla, Honeysuckle, Jasmine, PeachBase Notes - Musky, Cashmeran, AmberSemprotkan Scarlett Whitening Eau De Parfum Sweet Memories di area titik nadi dan area leher agar wangi tahan lebih lama."
Parfum Pria Wanita Tahan Lama Zimaya Amber Is Great Unisex 100 ML,Rumah Parfum,Jakarta Barat,30+ terjual,https://images.tokopedia.net/img/cache/200-square/VqbcmM/2023/9/14/bc11e851-7f9a-4359-82e1-ce6e55c7fcde.jpg,https://www.tokopedia.com/rumahparfumcom/parfum-pria-wanita-tahan-lama-zimaya-amber-is-great-unisex-100-ml?extParam=ivf%3Dfalse%26src%3Dsearch,"Pembelian di toko kami dapat dilengkapi dengan Faktur Pajak. Ketentuan dapat dilihat pada Catatan Toko.Gender	UnisexUkuran	100 MLJenis	Extrait de ParfumDescription	:	-Top Note	:	Amber, Sweet, FrutyMiddle Note	:	Fresh, Fruity, OzonicBase Note	:	Vanilla, Musky, PatchouliKekuatan Aroma	KuatKetahanan Aroma	11 - 15 JamWaktu Pemakaian	Sehari-hariUmur Pemakai	Segala umurKlasifikasi Aroma	Amber VanillaTahun diluncurkan	-"
Parfum Lazy Sunday Morning EDT 100ml For Unisex,ETC,Jakarta Barat,40+ terjual,https://images.tokopedia.net/img/cache/200-square/VqbcmM/2023/6/3/5b3df117-56cb-476a-8f51-7449de940687.png,https://www.tokopedia.com/etcstore/parfum-lazy-sunday-morning-edt-100ml-for-unisex?extParam=ivf%3Dfalse%26src%3Dsearch,"Link Try Me:https://www.tokopedia.com/etcstore/lazy-sunday-morning-edt-for-unisexLazy Sunday Morning adalah parfum wanita yang memiliki aroma yang segar, lembut, dan memikat. Salah satu aroma utama adalah aroma bunga mawar yang lembut dan feminin. Aroma mawar memberikan kehangatan dan sentuhan romantis pada parfum ini. Selain itu, terdapat juga sentuhan bunga-bungaan lainnya seperti akasia putih dan lily of the valley (lili konval). Aroma akasia putih memberikan kesan yang segar dan ringan, sementara lily of the valley memberikan nuansa floral yang menyegarkan.Aroma: Floral Woody MuskPerfume rating 3.76 out of 5 with 3,374 votesNamun, penting untuk diingat bahwa pengalaman aroma parfum dapat bervariasi antara individu karena interaksi dengan pH kulit dan kepekaan aroma pribadi.Disclaimers:Berdasarkan peraturan HAK KEKAYAAN INTELEKTUAL (HAKI) yang berlaku, maka untuk informasi produk yang lebih detail anda dapat mencarinya di internet."
Sansoe - Eau de Parfum - Discovery Set,Sansoe Fragrances,Jakarta Selatan,1rb+ terjual,https://images.tokopedia.net/img/cache/200-square/VqbcmM/2023/2/24/e9f49390-628b-447f-822c-c2a614e81441.jpg,https://www.tokopedia.com/sansoe/sansoe-eau-de-parfum-discovery-set?extParam=ivf%3Dfalse%26src%3Dsearch,"Discover a new world of scents with Sansoe Discovery Set3 x 5ml Eau de parfumLignum: Wood, musk, ambergris, pearCedrus: Ambrette, magnolia, cedarwood, ambergrisRosyn: Rose, oud, cloveAll Sansoe products are BPOM registered"
Decant Parfum Diptyque Orpheon EDP for Unisex,ETC,Jakarta Barat,80+ terjual,https://images.tokopedia.net/img/cache/200-square/VqbcmM/2023/9/4/82fc1b52-266a-4aab-869e-669c047d5d0f.png,https://www.tokopedia.com/etcstore/decant-parfum-diptyque-orpheon-edp-for-unisex-try-me-3ml-30ddc?extParam=ivf%3Dfalse%26src%3Dsearch,"Diptyque Orpheon adalah parfum pria dan wanita dengan nuansa powdery woody. Parfum ini terdiri dari Juniper Berries; Jasmine; Powdery Notes, Cedar, Tonka Bean.Namun, penting untuk diingat bahwa pengalaman aroma parfum dapat bervariasi antara individu karena interaksi dengan pH kulit dan kepekaan aroma pribadi.Disclaimers:Berdasarkan peraturan HAK KEKAYAAN INTELEKTUAL (HAKI) yang berlaku, maka untuk informasi produk yang lebih detail anda dapat mencarinya di internet."
ALT Perfume | Single Pack | Tester Vial | 5ml | Eau De Parfum Decant,Alt Perfume,Tangerang Selatan,2rb+ terjual,https://images.tokopedia.net/img/cache/200-square/VqbcmM/2023/1/27/f5eac98d-71a0-4e0e-90ff-5de30e43316c.jpg,https://www.tokopedia.com/altperfume/alt-perfume-single-pack-tester-vial-5ml-eau-de-parfum-decant-tahiti-edp?extParam=ivf%3Dfalse%26src%3Dsearch,"Mini Pack - Tester Vial - Eau de Parfum by Alt PerfumeryUntuk kamu yang mau cobain Alt Perfumery variants tapi belum mau blind buy, sekarang bisa Tester online FREE! Dengan harga IDR 35 ribu kamu bisa langsung dapat voucher next purchase senilai IDR 35,000 juga, jadi kamu bisa langsung incar perfume favorite kamu dan langsung cobain deh!•Size : 5ml (per botol)• Category : Luxury EDP• Longevity : Up to 8 hours**Varian Alt Mini Pack: 000 Series:✹ BARON :Cardamom, Lavender, Lemon, Whisky, leather, Coffee, Cinnamon, Tonka Beans, Amber Incense✹ UPTOWN :Strawberry, Black currant, Red Apple, Citrus, Sweat pea, fressia, jasmine, rose✹ FOXY : Passion fruit, Grapefruit, Pineapple, Peony, Red berry, vanilla orchid, jasmine, Musk, woody, oakmossSun Series:Moroccan Sunset• Top Notes : Neroli, bergamot, red fruits• Middle Notes : orange blossom, jasmine, cinnamon, resin• Base Notes : Vanilla, caramel, musk, cedarwood• Usage time : Night and formalTahiti Sunrise• Top Notes : Coconut, Fruity Notes• Middle Notes : Sea Salt, Solar Notes• Base Notes : Vanilla, Musk, Amber• Usage time : Day & Night / Casual and Formal WearReverie• Top Notes : Tuberose, Fruity Notes• Middle Notes : Davana, Pink Pepper• Base Notes : Vanilla, Myrrh• Usage time : Day & Night / Casual and Formal WearMartini in New York• Top Notes : TBA• Middle Notes : TBA• Base Notes : TBA • Usage time : Day & Night / Casual and Formal Wear**Ketahanan parfum bisa berbeda beda disetiap pemakainya. Tergantung dengan jenin kulit, tingkat kelembapan kulit (semakin lembap semakin tahan lama), keadaan cuaca, jumlah keringat, suhu badan."
Parfum Fragrance World French Avenue Glorious Oud EDP 80ml for Unisex,ETC,Jakarta Barat,40+ terjual,https://images.tokopedia.net/img/cache/200-square/VqbcmM/2023/7/19/2784afb4-ab6c-4762-918f-30fe17695795.png,https://www.tokopedia.com/etcstore/parfum-fragrance-world-french-avenue-glorious-oud-edp-80ml-for-unisex?extParam=ivf%3Dfalse%26src%3Dsearch,"Parfum ini mengingatkanku akan Initio Oud For GreatnessFragrance World Glorious Oud adalah parfum pria wanita dengan nuansa Oriental. Aromanya terdiri Saffron, Nutmeg, dan Lavender di top notes; Oud di Middle Notes; serta Musk dan Patchouli di base notes.Aroma: OrientalNamun, penting untuk diingat bahwa pengalaman aroma parfum dapat bervariasi antara individu karena interaksi dengan pH kulit dan kepekaan aroma pribadi.Disclaimers:Berdasarkan peraturan HAK KEKAYAAN INTELEKTUAL (HAKI) yang berlaku, maka untuk informasi produk yang lebih detail anda dapat mencarinya di internet."
